ProbesetID	Num_matched_probes	RefSeq	UniGene	RIKEN	EntrezGene	Symbol	Description	Ensembl_representative	Cross_hyb_EntrezGeneIDs
gnf1h12502_at						obsoleted by Celera	/len=783 GA_x5HB7VCG0T7 hCG1780882 (563030-559868) Otto		
gnf1h12503_at	8		Hs.448074		203235	LOC203235	hypothetical LOC203235	ENST00000371629	
gnf1h12504_x_at							gb|AAH13098.1|AAH13098 (BC013098) Similar to melanoma antigen, family A, 2 [Homo sapiens] 		
gnf1h12505_at							dbj|BAB32066.1| (AK020307) putative [Mus musculus] 		
gnf1h12506_at							gb|AAA59027.1| (M94115) This CDS feature is included to show the translation of the corresponding V_region. Presently translation qualifiers on V_region features are illegal [Homo sapiens] 		
gnf1h12507_x_at							ref|XP_037028.1| (XM_037028) hypothetical protein XP_037028 [Homo sapiens] 		
gnf1h12508_at							ref|XP_037028.1| (XM_037028) hypothetical protein XP_037028 [Homo sapiens] 		
gnf1h12509_at	8		Hs.124565		151295	SLC23A3	solute carrier family 23 (nucleobase transporters), member 3		
gnf1h12510_at							gb|AAA92292.1| (U25739) YSPL-1 form 1 [Mus musculus] 		
gnf1h12511_at							ref|NP_000972.1| ribosomal protein L19 [Homo sapiens] 		
gnf1h12512_at	11		Hs.8118		23347	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	ENST00000261598	
gnf1h12513_at							dbj|BAB31242.1| (AK018503) putative [Mus musculus] 		
gnf1h12514_x_at							ref|XP_042470.1| (XM_042470) hypothetical protein XP_042470 [Homo sapiens] 		
gnf1h12515_at							ref|XP_042470.1| (XM_042470) hypothetical protein XP_042470 [Homo sapiens] 		
gnf1h12516_at	10						ENST00000382350 transcript (in rel.42.36d)	ENST00000382350	
gnf1h12517_at	10	NM_138701			136647	C7orf11	chromosome 7 open reading frame 11	ENST00000306984	
gnf1h12518_at	11						ENST00000330324 transcript (in rel.42.36d)	ENST00000330324	
gnf1h12519_at							ref|NP_080508.1| RIKEN cDNA 4933433D23 gene [Mus musculus] 		
gnf1h12520_at									
gnf1h12521_at							ref|NP_001432.1| fatty acid amide hydrolase [Homo sapiens] 		
gnf1h12522_at							ref|NP_077046.1| (NM_024132) fatty acid amide hydrolase [Rattus norvegicus] 		
gnf1h12523_at	8						ENST00000371937 transcript (in rel.42.36d)	ENST00000371937	
gnf1h12524_at	10		Hs.375623		127343	DMBX1	diencephalon/mesencephalon homeobox 1		
gnf1h12525_at							ref|XP_060438.1| (XM_060438) similar to chromosome 14 open reading frame 3 [Homo sapiens] 		
gnf1h12526_at									
gnf1h12527_at	10						ENST00000344062 transcript (in rel.42.36d)	ENST00000344062	
gnf1h12528_at						obsoleted by Celera	/len=721 GA_x5HB7VCG0V5 hCG1780363 (13492227-13472435) Otto		
gnf1h12529_at							ref|XP_029167.1| (XM_029167) hypothetical protein XP_029167 [Homo sapiens] 		
gnf1h12530_at	11	NM_001001676			392399	LCN9	lipocalin 9	ENST00000277526	
gnf1h12531_at	10	NM_001008784	Hs.531814		344807	CD200R2	CD200 cell surface glycoprotein receptor isoform 2	ENST00000383679	
gnf1h12532_s_at	11						ENST00000266524 transcript (in rel.42.36d)	ENST00000266524	
gnf1h12533_at	11	NM_144973	Hs.577639		160518	MGC24039	hypothetical protein MGC24039		
gnf1h12534_at						obsoleted by Celera	/len=714 GA_x5HB7VCG0V5 hCG1780143 (6660323-6661074) Otto		
gnf1h12535_at							ref|XP_067385.1| (XM_067385) similar to ribosomal protein L10; QM gene; DNA segment on chromosome X (unique) 648 expressed sequence; 60S ribosomal protein L10; tumor suppressor QM; Wilms tumor-related protein; laminin receptor homolog [Homo sapiens] 		
gnf1h12536_at							dbj|BAB22203.1| (AK002579) putative [Mus musculus] 		
gnf1h12537_at						obsoleted by Celera	/len=369 GA_x5HB7VCDB67 hCG1780074 (12373874-12403086) Otto		
gnf1h12538_x_at	8		Hs.256801		284443	ZNF493	zinc finger protein 493	ENST00000355504	
gnf1h12539_at	8		Hs.256801		284443	ZNF493	zinc finger protein 493	ENST00000355504	
gnf1h12540_at							ref|NP_055927.1| (NM_015112) KIAA0807 protein [Homo sapiens] 		
gnf1h12541_at							dbj|BAB71338.1| (AK057002) unnamed protein product [Homo sapiens] 		
gnf1h12542_at							dbj|BAA86582.1| (AB033094) KIAA1268 protein [Homo sapiens] 		
gnf1h12543_at							dbj|BAB24123.1| (AK005563) putative [Mus musculus] 		
gnf1h12544_at							ref|XP_037656.1| (XM_037656) pvt-1 (murine) oncogene homolog, MYC activator [Homo sapiens] 		
gnf1h12545_at							ref|XP_078387.1| (XM_078387) hypothetical protein XP_078387 [Homo sapiens] 		
gnf1h12546_at						obsoleted by Celera	/len=724 GA_x5HB7VCDB67 hCG1779976 (636634-571562) Otto		
gnf1h12547_at						obsoleted by Celera	/len=568 GA_x54KRE97CTH hCG1779940 (2772053-2772889) Otto		
gnf1h12548_at	8		Hs.494897				T-cell receptor alpha-chain pseudogene mRNA, clone HAP60 (V-alpha-1.1 family)		
gnf1h12549_at	9	NM_001010878	Hs.58373		283951	LOC283951	hypothetical protein LOC283951	ENST00000310355	
gnf1h12550_at									
gnf1h12551_at						obsoleted by Celera	/len=419 GA_x54KREB3J6B hCG1779781 (8578123-8569238) Otto		
gnf1h12552_at							Pseudogene! 		
gnf1h12553_at	9	NM_207366	Hs.453629		346288	FLJ44060	FLJ44060 protein		
gnf1h12554_at							ref|NP_057578.1| (NM_016494) hypothetical protein [Homo sapiens] 		
gnf1h12555_x_at							ref|XP_030891.1| (XM_030891) hypothetical protein FLJ14668 [Homo sapiens] 		
gnf1h12556_at							ref|XP_030891.1| (XM_030891) hypothetical protein FLJ14668 [Homo sapiens] 		
gnf1h12557_at	8						ENST00000333139 transcript (in rel.42.36d)	ENST00000333139	
gnf1h12558_at						obsoleted by Celera	/len=526 GA_x54KRE8RWM2 hCG1779685 (243920-243288) Otto		
gnf1h12559_at							ref|XP_071277.1| (XM_071277) similar to SODIUM- AND CHLORIDE-DEPENDENT TAURINE TRANSPORTER [Homo sapiens] 		
gnf1h12560_at	9	NM_001033047	Hs.518921		255743	NPNT	nephronectin		
gnf1h12561_at							gb|AAB94053.1| (AF017079) glyceraldehyde 3-phosphate dehydrogenase [Sus scrofa] 		
gnf1h12562_at							gb|AAD38785.1|AF149422_2 (AF149422) unknown [Homo sapiens] 		
gnf1h12563_at							dbj|BAB27195.1| (AK010809) putative [Mus musculus] 		
gnf1h12564_at							dbj|BAA95994.1| (AB040903) KIAA1470 protein [Homo sapiens] 		
gnf1h12565_at	11	NM_080660			92092	MGC14289	similar to RIKEN cDNA 1200014N16 gene	ENST00000275766	
gnf1h12566_at							ref|XP_037478.1| (XM_037478) hypothetical protein XP_037478 [Homo sapiens] 		
gnf1h12567_at									
gnf1h12568_at	9	NM_001039112	Hs.632058		654463	C8ORFK23	C8orfK23 protein		
gnf1h12569_at	10	XR_016745			392266	LOC392266	similar to Peroxisomal multifunctional enzyme type 2 (MFE-2) (D-bifunctional protein) (DBP) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4)		
gnf1h12570_x_at						obsoleted by Celera	/len=354 GA_x5HB7VC11UB hCG1779533 (225041-217314) Otto		
gnf1h12571_at						obsoleted by Celera	/len=354 GA_x5HB7VC11UB hCG1779533 (225041-217314) Otto		
gnf1h12572_at							ref|NP_055319.1| (NM_014504) putative Rab5 GDP/GTP exchange factor homologue [Homo sapiens] 		
gnf1h12573_at							ref|NP_055319.1| (NM_014504) putative Rab5 GDP/GTP exchange factor homologue [Homo sapiens] 		
gnf1h12574_at							dbj|BAB25756.1| (AK008577) putative [Mus musculus] 		
gnf1h12575_at							dbj|BAB24212.1| (AK005734) putative [Mus musculus] 		
gnf1h12576_at									
gnf1h12577_at	8		Hs.257687		646424				
gnf1h12578_x_at							dbj|BAB71072.1| (AK056006) unnamed protein product [Homo sapiens] 		
gnf1h12579_at	8		Hs.517900				Transcribed locus, strongly similar to XP_498928.1 PREDICTED: hypothetical protein XP_498928 [Homo sapiens]		
gnf1h12580_at	10		Hs.407002		285848	PNPLA1	patatin-like phospholipase domain containing 1		
gnf1h12581_at	9						ENST00000229824 transcript (in rel.42.36d)	ENST00000229824	
gnf1h12582_at	9	NM_138572	Hs.520122		129685	TBN	taube nuss homolog (mouse)		
gnf1h12583_at	11		Hs.374076		221442	LOC221442	hypothetical protein LOC221442		
gnf1h12584_at	11	NM_145026	Hs.135283		221409	SPATS1	spermatogenesis associated, serine-rich 1	ENST00000288390	
gnf1h12585_at	11	XM_001134410	Hs.201378		201625	DNHD2	dynein heavy chain domain 2		
gnf1h12586_at						obsoleted by Celera	/len=1524 GA_x54KREACQDQ hCG1779311 (17742757-17762631) Otto		
gnf1h12587_at						obsoleted by Celera	/len=2066 GA_x54KREACQDQ hCG1779309 (17774292-17808906) Otto		
gnf1h12588_at						obsoleted by Celera	/len=987 GA_x54KREACQDQ hCG1779308 (17733286-17738436) Otto		
gnf1h12589_at									
gnf1h12590_at							dbj|BAB67793.1| (AB067487) KIAA1900 protein [Homo sapiens]  ref XP 055299 XM hypothetical ref|XP_055299.1| (XM_055299) hypothetical protein XP_055299 [Homo sapiens] 		
gnf1h12591_x_at	11	XM_001127901					ref|XP_070187.1| (XM_070187) similar to defensin, alpha 4, preproprotein; corticostatin; corticostatin HP4 precursor [Homo sapiens] 		
gnf1h12592_at	11	XM_001127901					ref|XP_070187.1| (XM_070187) similar to defensin, alpha 4, preproprotein; corticostatin; corticostatin HP4 precursor [Homo sapiens] 		
gnf1h12593_at							ref|XP_070185.1| (XM_070185) similar to treacle [Homo sapiens] 		
gnf1h12594_at							ref|NP_006061.1| TRK-fused gene [Homo sapiens] 		
gnf1h12595_at	8	NM_153487	Hs.437993		266727	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1		
gnf1h12596_s_at	10	NM_015512	Hs.209786		25981	DNAH1	dynein, axonemal, heavy polypeptide 1		
gnf1h12597_at									
gnf1h12598_x_at							gb|AAD34050.1|AF151813_1 (AF151813) CGI-55 protein [Homo sapiens] 		
gnf1h12599_at							dbj|BAA95483.1| (AB026192) Kielin [Xenopus laevis] 		
gnf1h12600_at	9	NM_001012454			346653	LOC346653	hypothetical protein LOC346653	ENST00000378704	
gnf1h12601_at									
gnf1h12602_at							pir S43432 glutathione transferase EC 18 alpha chicken fragment pir||S43432 glutathione transferase (EC 2.5.1.18) alpha-2 - chicken (fragment) 		
gnf1h12603_x_at							pir S20331 glutathione transferase EC 18 human pir||S20331 glutathione transferase (EC 2.5.1.18) - human 		
gnf1h12604_at							pir S20331 glutathione transferase EC 18 human pir||S20331 glutathione transferase (EC 2.5.1.18) - human 		
gnf1h12605_at	10		Hs.553652		221357	GSTA5	glutathione S-transferase A5		
gnf1h12606_at							gb|AAF69604.1|AF119917_12 (AF119850) PRO1608 [Homo sapiens] 		
gnf1h12607_at	10	NM_014989	Hs.485729		22999	RIMS1	regulating synaptic membrane exocytosis 1		
gnf1h12608_x_at									
gnf1h12609_at									
gnf1h12610_at									
gnf1h12611_at							sp|P39188|ALU1_HUMAN ALU SUBFAMILY J SEQUENCE CONTAMINATION WARNING ENTRY 		
gnf1h12612_at							emb|CAA76882.1| (Y17833) pol protein [Human endogenous retrovirus K] 		
gnf1h12613_at						obsoleted by Celera	/len=505 GA_x54KREB72W2 hCG1778947 (1311633-1319236) Otto		
gnf1h12614_at						obsoleted by Celera	/len=947 GA_x54KREB08YS hCG1778898 (549947-548217) Otto		
gnf1h12615_at	8		Hs.485871		57231	SNX14	sorting nexin 14		
gnf1h12616_at	10	NM_020366	Hs.126035		57096	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1	ENST00000206660	
gnf1h12617_x_at							dbj|BAB70824.1| (AK054891) unnamed protein product [Homo sapiens] 		
gnf1h12618_at							gb|AAC05805.1| (AC002550) Unknown gene product [Homo sapiens] 		
gnf1h12619_at	11	NM_030568			80759	C6orf148	chromosome 6 open reading frame 148		
gnf1h12620_at	8	NM_172238	Hs.434107		83741	TFAP2D	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	ENST00000008391	
gnf1h12621_at									
gnf1h12622_at							ref|NP_061269.1| eukaryotic translation initiation factor 3, subunit 2 (beta, 36kD); TGF-beta receptor binding protein [Mus musculus] 		
gnf1h12623_at									
gnf1h12624_at							gb|AAC08313.1| (AF038967) general transcription factor 2-I [Homo sapiens] 		
gnf1h12625_at							ref|NP_006204.1| phosphorylase kinase, gamma 1 (muscle) [Homo sapiens] 		
gnf1h12626_at						obsoleted by Celera	/len=355 GA_x5J8B7P41PH hCG1778760 (4886923-4886279) Otto		
gnf1h12627_x_at						obsoleted by Celera	/len=234 GA_x5J8B7P41PH hCG1778753 (4630081-4628504) Otto		
gnf1h12628_at						obsoleted by Celera	/len=234 GA_x5J8B7P41PH hCG1778753 (4630081-4628504) Otto		
gnf1h12629_at									
gnf1h12630_at						obsoleted by Celera	/len=667 GA_x54KREALWUN hCG1778674 (3875495-3695601) Otto		
gnf1h12631_at									
gnf1h12632_at							pir T46417 hypothetical protein DKFZp434K1323 human fragment pir||T46417 hypothetical protein DKFZp434K1323.1 - human (fragment) 		
gnf1h12633_at							ref|NP_055730.1| KIAA1074 protein [Homo sapiens] 		
gnf1h12634_at	8	NM_018132	Hs.88663		55166	C6orf139	chromosome 6 open reading frame 139		
gnf1h12635_at	10	NM_173489	Hs.97714		133558	FLJ40243	hypothetical protein FLJ40243		
gnf1h12636_x_at							ref|XP_064256.1| (XM_064256) similar to hypothetical protein FLJ10891 [Homo sapiens] 		
gnf1h12637_at							ref|XP_064256.1| (XM_064256) similar to hypothetical protein FLJ10891 [Homo sapiens] 		
gnf1h12638_at	10	NM_198566	Hs.448041		375444	FLJ32363	FLJ32363 protein	ENST00000306862	
gnf1h12639_at							dbj|BAA95997.1| (AB040906) KIAA1473 protein [Homo sapiens] 		
gnf1h12640_at							gb|AAH10483.1|AAH10483 (BC010483) Unknown (protein for IMAGE:3482764) [Mus musculus] 		
gnf1h12641_at	11		Hs.581552			obsoleted by Celera	Transcribed locus		
gnf1h12642_x_at						obsoleted by Celera	/len=333 GA_x54KREA3PFF hCG1778489 (16772411-16865869) Otto		
gnf1h12643_at									
gnf1h12644_at	10	NM_014883	Hs.97270		10144	FAM13A1	family with sequence similarity 13, member A1		
gnf1h12645_x_at									
gnf1h12646_at									
gnf1h12647_at	11	NM_001039141	Hs.533030		11078	TRIOBP	TRIO and F-actin binding protein	ENST00000344404	
gnf1h12648_at							gb|AAH04933.1|AAH04933 (BC004933) Unknown (protein for IMAGE:3531803) [Homo sapiens] 		
gnf1h12649_at						obsoleted by Celera	/len=906 GA_x54KREAHVSH hCG1778366 (13007839-13036834) Otto		
gnf1h12650_x_at						obsoleted by Celera	/len=292 GA_x54KREAK5QS hCG1778362 (1733290-1711627) Otto		
gnf1h12651_at	8	NM_024873	Hs.208206		79931	TNIP3	TNFAIP3 interacting protein 3		
gnf1h12652_at	9	NM_198179	Hs.368977		84109	GPR103	G protein-coupled receptor 103	ENST00000334383	
gnf1h12653_at	10		Hs.269263		23355	KIAA0804	KIAA0804	ENST00000287546	
gnf1h12654_at	10		Hs.269263		23355	KIAA0804	KIAA0804	ENST00000287546	
gnf1h12655_at							dbj|BAA34524.1| (AB018347) KIAA0804 protein [Homo sapiens] 		
gnf1h12656_at	11		Hs.581644		402153	HSP90Ae	Heat shock protein HSP 90-alpha (HSP 86)	ENST00000382482	
gnf1h12657_at	11	XM_001130382			4586	MUC5AC	mucin 5, subtypes A and C, tracheobronchial/gastric		
gnf1h12658_at							ref|XP_067991.1| (XM_067991) similar to KERATIN, TYPE I CYTOSKELETAL 19 (CYTOKERATIN 19) (K19) (CK 19) [Homo sapiens] 		
gnf1h12659_at	10		Hs.597303				Full length insert cDNA clone ZA04F06		
gnf1h12660_at							ref|NP_057452.1| myo-inositol 1-phosphate synthase A1 [Homo sapiens] 		
gnf1h12661_at							ref|XP_068061.1| (XM_068061) similar to ribosomal protein L32; 60S ribosomal protein L32 [Homo sapiens] 		
gnf1h12662_x_at							ref|XP_016281.1| similar to 60S RIBOSOMAL PROTEIN L21 [Homo sapiens] 		
gnf1h12663_at							ref|XP_016281.1| similar to 60S RIBOSOMAL PROTEIN L21 [Homo sapiens] 		
gnf1h12664_at									
gnf1h12665_at	9		Hs.441275		132204	SYNPR	synaptoporin		
gnf1h12666_at							ref|NP_001649.1| ADP-ribosylation factor 1 [Homo sapiens] 		
gnf1h12667_at									
gnf1h12668_at	9		Hs.97403		56171	DNAH7	dynein, axonemal, heavy polypeptide 7		
gnf1h12669_at	10	NM_018897	Hs.97403		56171	DNAH7	dynein, axonemal, heavy polypeptide 7	ENST00000312428	
gnf1h12670_at	10	NM_145000	Hs.199777		202151	FLJ25422	hypothetical protein FLJ25422	ENST00000296604	
gnf1h12671_at							dbj|BAB21861.1| (AB051557) KIAA1770 protein [Homo sapiens] 		
gnf1h12672_at						obsoleted by Celera	/len=844 GA_x54KRE9GCTR hCG1777914 (3403874-3402985) Otto		
gnf1h12673_at	11	NM_198463			200844	FLJ42117	FLJ42117 protein		
gnf1h12674_at							Pseudogene! 		
gnf1h12675_at							ref|NP_114154.1| (NM_031948) marapsin [Homo sapiens] 		
gnf1h12676_at	9	NM_178544	Hs.643442		339327	ZNF546	zinc finger protein 546	ENST00000347077	
gnf1h12677_at									
gnf1h12678_at									
gnf1h12679_at									
gnf1h12680_x_at							ref|XP_018498.1| ribosomal protein L5 [Homo sapiens] 		
gnf1h12681_at	8	NM_001006606			388882	LOC388882	hypothetical LOC388882	ENST00000320372	
gnf1h12682_at									
gnf1h12683_at									
gnf1h12684_at							gb|AAF19259.1|AC004832_4 (AC004832) similar to 45 kDa secretory protein [Rattus norvegicus]; similar to CAA10644.1 (PID:g4164418) [Homo sapiens] 		
gnf1h12685_at	8	NR_001580	Hs.534651		376844	SDC4P	syndecan 4 pseudogene		
gnf1h12686_at							ref|NP_000971.1| ribosomal protein L18a [Homo sapiens] 		
gnf1h12687_at									
gnf1h12688_at						obsoleted by Celera	/len=345 GA_x54KRE9U2AY hCG1777463 (10158141-10154445) Otto		
gnf1h12689_at						obsoleted by Celera	/len=644 GA_x54KRE9U2AY hCG1777462 (10885422-10886227) Otto		
gnf1h12690_at	10	NM_198582	Hs.591595		377007	FLJ43374	FLJ43374 protein		
gnf1h12691_s_at	11	NM_194312	Hs.127724		339768	LOC339768	hypothetical protein LOC339768	ENST00000343063	
gnf1h12692_at									
gnf1h12693_at									
gnf1h12694_at									
gnf1h12695_at						obsoleted by Celera	/len=790 GA_x54KRE9S8TU hCG1777395 (3312770-3269621) Otto		
gnf1h12696_at							dbj|BAA95990.1| (AB040899) KIAA1466 protein [Homo sapiens] 		
gnf1h12697_at						obsoleted by Celera	/len=503 GA_x54KREA1VFC hCG1777367 (5527315-5525961) Otto		
gnf1h12698_at							dbj|BAB23196.1| (AK004155) putative [Mus musculus] 		
gnf1h12699_at							dbj|BAB69743.1| (AB072774) hypothetical protein [Macaca fascicularis] 		
gnf1h12700_at									
gnf1h12701_x_at									
gnf1h12702_at							Pseudogene! 		
gnf1h12703_at	11	NM_020872	Hs.12723		5067	CNTN3	contactin 3 (plasmacytoma associated)	ENST00000263665	
gnf1h12704_at	9		Hs.279574		148113	CILP2	cartilage intermediate layer protein 2		
gnf1h12705_s_at	9						ENST00000310397 transcript (in rel.42.36d)	ENST00000310397	
gnf1h12706_at							ref|XP_039569.1| (XM_039569) Sec15B protein [Homo sapiens] 		
gnf1h12707_s_at	10	NM_024548	Hs.444135		79598	LRRIQ2	leucine-rich repeats and IQ motif containing 2		
gnf1h12708_x_at	11	NM_198580			376497	SLC27A1	solute carrier family 27 (fatty acid transporter), member 1		
gnf1h12709_at							dbj|BAB71623.1| (AK057965) unnamed protein product [Homo sapiens] 		
gnf1h12710_at									
gnf1h12711_at							ref|XP_075653.1| (XM_075653) hypothetical protein XP_075653 [Homo sapiens] 		
gnf1h12712_at						obsoleted by Celera	/len=324 GA_x54KRE9S8TU hCG1777108 (12215758-12214998) Otto		
gnf1h12713_at	9		Hs.130675		91646	ECAT8	ES cell associated transcript 8	ENST00000311695	
gnf1h12714_at						obsoleted by Celera	/len=562 GA_x54KRE9GCTR hCG1777082 (8864958-8868704) Otto		
gnf1h12715_at	10	NM_175056	Hs.352213		131368	ZPLD1	zona pellucida-like domain containing 1	ENST00000306176	
gnf1h12716_at						obsoleted by Celera	/len=666 GA_x54KRE9GCTR hCG1776989 (13686905-13711836) Otto		
gnf1h12717_at							sp|P36594|RPB1_SCHPO DNA-DIRECTED RNA POLYMERASE II LARGEST SUBUNIT (RNA POLYMERASE II SUBUNIT 1) 		
gnf1h12718_at							ref|NP_032325.1| heat shock protein, DNAJ-like 3 [Mus musculus] 		
gnf1h12719_at	10	NM_023002	Hs.367829		404037	HAPLN4	hyaluronan and proteoglycan link protein 4	ENST00000291481	
gnf1h12720_at									
gnf1h12721_x_at							gb|AAH00698.1|AAH00698 (BC000698) keratin 18 [Homo sapiens] 		
gnf1h12722_at							gb|AAH00698.1|AAH00698 (BC000698) keratin 18 [Homo sapiens] 		
gnf1h12723_at	9	NM_145300	Hs.278983		200420	LOC200420	LOC200420	ENST00000295136	
gnf1h12724_s_at	11	NM_020877	Hs.367649		146754	DNHD3	dynein heavy chain domain 3		
gnf1h12725_s_at	11	NM_020877	Hs.367649		146754	DNHD3	dynein heavy chain domain 3		
gnf1h12726_at	11	NM_020877			146754	DNHD3	dynein heavy chain domain 3		
gnf1h12727_at	11	NM_015113	Hs.277624		23140	ZZEF1	zinc finger, ZZ-type with EF-hand domain 1		
gnf1h12728_at							emb|CAB86601.1| (AJ130734) xce [Homo sapiens] 		
gnf1h12729_at	10	NM_152383	Hs.471637		129563	MGC42174	hypothetical protein MGC42174		
gnf1h12730_at									
gnf1h12731_at							sp|P39194|ALU7_HUMAN ALU SUBFAMILY SQ SEQUENCE CONTAMINATION WARNING ENTRY 		
gnf1h12732_at						obsoleted by Celera	/len=540 GA_x54KRE9S8TU hCG16562.1 (6050171-6093808) Otto		
gnf1h12733_at						obsoleted by Celera	/len=864 GA_x54KRE9S8TU hCG1776645 (6368938-6370109) Otto		
gnf1h12734_at	8	NR_001557	Hs.567870		344454	AOX2	aldehyde oxidase 2		
gnf1h12735_x_at	10	XM_938440			400682	LOC400682	similar to zinc finger protein 100; zinc finger protein 100 (Y1)		
gnf1h12736_at	10	XM_938440	Hs.568075		400682	LOC400682	similar to zinc finger protein 100; zinc finger protein 100 (Y1)		
gnf1h12737_at	11		Hs.249972		200383	LOC200383	similar to Dynein heavy chain at 16F		
gnf1h12738_at							ref|XP_066702.1| (XM_066702) similar to 60S RIBOSOMAL PROTEIN L6 (TAX-RESPONSIVE ENHANCER ELEMENT BINDING PROTEIN 107) (TAXREB107) (NEOPLASM-RELATED PROTEIN C140) [Homo sapiens] 		
