#UniProt	Protein name					  Target ID	    Compound Key  Compound ID	    Compound Name	   First Approval Withdrawn Flag	Description of mech. of action.	   Action Type
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     RG3487        CHEMBL3544952     RG3487                                 0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     TEDATIOXETIN  CHEMBL2104986     TEDATIOXETINE                          0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin (5-HT) receptor                           CHEMBL2096904                                                                                                                                                                  
A8MPY1        GABA-C receptor                                     CHEMBL2109242                                                                                                                                                                  
O00305        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q13224        Glutamate [NMDA] receptor                           CHEMBL2094124     ORPHENADRINE  CHEMBL1201023     Orphenadrine Hydrochloride      1957   0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
Q13224        Glutamate [NMDA] receptor                           CHEMBL2094124     RALFINAMIDE   CHEMBL2107771     RALFINAMIDE                            0   Glutamate [NMDA] receptor antagonist                ANTAGONIST                    
Q13224        Glutamate [NMDA] receptor                           CHEMBL2094124     RAPASTINEL    CHEMBL3544917     RAPASTINEL                             0   Glutamate [NMDA] receptor partial agonist           PARTIAL AGONIST               
Q13507        Short transient receptor potential channel 3        CHEMBL2417348                                                                                                                                                                  
Q13557        CaM kinase II                                       CHEMBL2097164                                                                                                                                                                  
Q13557        CaM kinase II delta                                 CHEMBL2801                                                                                                                                                                     
Q13563        Polycystin-2                                        CHEMBL5465                                                                                                                                                                     
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     AZD1305       CHEMBL3545169     AZD1305                                0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     AMLODIPINE B  CHEMBL1200402     Amlodipine Besylate             1992   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     AMLODIPINE M  CHEMBL1200984     Amlodipine Maleate              2003   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     CLEVIDIPINE   CHEMBL1237132     Clevidipine                     2008   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     DILTIAZEM HY  CHEMBL1697        Diltiazem Hydrochloride         1982   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     DILTIAZEM MA  CHEMBL1200805     Diltiazem Malate                1996   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     DRONEDARONE   CHEMBL1201729     Dronedarone Hydrochloride       2009   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     ELPETRIGINE   CHEMBL29919       ELPETRIGINE                            0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     FELODIPINE    CHEMBL1480        Felodipine                      1991   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     ISRADIPINE    CHEMBL1648        Isradipine                      1990   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     NICARDIPINE   CHEMBL1200326     Nicardipine Hydrochloride       1988   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     NIFEDIPINE    CHEMBL193         Nifedipine                      1981   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     NIMODIPINE    CHEMBL1428        Nimodipine                      1988   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     NISOLDIPINE   CHEMBL1726        Nisoldipine                     1995   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated L-type calcium channel                CHEMBL2095229     VERAPAMIL HY  CHEMBL1280        Verapamil Hydrochloride         1981   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13698        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q13698        Voltage-gated calcium channel                       CHEMBL2363032     BEPRIDIL HYD  CHEMBL1200382     Bepridil Hydrochloride          1990   0   Voltage-gated calcium channel blocker               BLOCKER                       
Q13698        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN    CHEMBL940         Gabapentin                      1993   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q13698        Voltage-gated calcium channel                       CHEMBL2363032     GABAPENTIN E  CHEMBL1628502     Gabapentin Enacarbil            2011   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q13698        Voltage-gated calcium channel                       CHEMBL2363032     IMAGABALIN    CHEMBL2103836     IMAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
Q13698        Voltage-gated calcium channel                       CHEMBL2363032     PREGABALIN    CHEMBL1059        Pregabalin                      2004   0   Voltage-gated calcium channel modulator             MODULATOR                     
Q13698        Voltage-gated L-type calcium channel alpha-1S subu  CHEMBL3805                                                                                                                                                                     
Q13936        Voltage-gated L-type calcium channel alpha-1C subu  CHEMBL1940                                                                                                                                                                     
Q13936        Voltage-gated L-type calcium channel                CHEMBL2095229     AZD1305       CHEMBL3545169     AZD1305                                0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13936        Voltage-gated L-type calcium channel                CHEMBL2095229     AMLODIPINE B  CHEMBL1200402     Amlodipine Besylate             1992   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13936        Voltage-gated L-type calcium channel                CHEMBL2095229     AMLODIPINE M  CHEMBL1200984     Amlodipine Maleate              2003   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
Q13936        Voltage-gated L-type calcium channel                CHEMBL2095229     CLEVIDIPINE   CHEMBL1237132     Clevidipine                     2008   0   Voltage-gated L-type calcium channel blocker        BLOCKER                       
